Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
APSRTC - 6067,STAR LINER(NON-AC SLEEPER 2+1),23:30,04:00,04h 30m,649,14 Seats available,3.9,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
APSRTC - 6103,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,04:55,05h 05m,501,22 Seats available,3.7,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
VEERA BRAHMENDRA TRAVELS,Non A/C Seater / Sleeper (2+1),23:35,06:00,06h 25m,3000,2 Seats available,4.5,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
Indu Travels,Non A/C Seater / Sleeper (2+1),23:45,05:45,06h 00m,399,15 Seats available,4.3,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
BRS Travels,NON AC Seater / Sleeper 2+1,23:00,05:30,06h 30m,500,14 Seats available,4.0,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
BRS Travels,A/C Sleeper (2+1),23:00,05:30,06h 30m,800,14 Seats available,3.9,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
SLNS Travels,Non A/C Seater / Sleeper (2+1),23:00,06:00,07h 00m,500,22 Seats available,4.0,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
APSRTC - 50144,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,23:00,05h 15m,353,34 Seats available,3.3,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6018,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:15,05h 45m,353,30 Seats available,3.2,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6010,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,02:30,05h 15m,353,29 Seats available,3.8,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6240,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:15,04:00,05h 45m,330,25 Seats available,3.7,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6073,INDRA(A.C. Seater),22:45,03:00,04h 15m,422,31 Seats available,3.7,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6522,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:15,03:50,04h 35m,330,9 Seats available,4.0,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6065,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,04:35,04h 50m,353,19 Seats available,3.5,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 9266,INDRA(A.C. Seater),23:55,04:40,04h 45m,422,31 Seats available,4.3,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
SUVARNAMUKHI TRAVELS,A/C Sleeper (2+1),23:30,04:35,05h 05m,700,10 Seats available,4.3,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
PRL BUS,Non A/C Seater / Sleeper (2+1),23:30,06:00,06h 30m,400,13 Seats available,3.3,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
PRL BUS,Non A/C Seater / Sleeper (2+1),23:35,05:00,05h 25m,400,17 Seats available,4.3,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
Maheswari Travels,Non A/C Seater / Sleeper (2+1),23:40,05:40,06h 00m,399,13 Seats available,3.7,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
PRL BUS,A/C Seater / Sleeper (2+1),23:44,06:05,06h 21m,450,33 Seats available,3.5,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6620,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:35,18:35,04h 00m,345,34 Seats available,1.4,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 6470,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:45,18:20,03h 35m,345,34 Seats available,1.7,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 51602,INDRA(A.C. Seater),15:30,19:15,03h 45m,416,31 Seats available,3.9,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 51129,INDRA(A.C. Seater),17:00,20:50,03h 50m,416,30 Seats available,3.3,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 6392,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,21:50,04h 20m,345,31 Seats available,4.4,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 6284,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,21:30,03h 00m,345,34 Seats available,2.3,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 51606,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,23:20,04h 20m,345,34 Seats available,3.7,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 51136,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,00:20,04h 20m,345,34 Seats available,3.5,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 6569,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,02:17,04h 17m,377,24 Seats available,3.9,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 6424,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,02:30,04h 15m,345,30 Seats available,2.1,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 51026,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,02:20,03h 50m,377,20 Seats available,3.5,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 51452,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:35,02:35,04h 00m,377,33 Seats available,3.4,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 51056,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,02:05,03h 20m,377,17 Seats available,4.1,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 6411,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,03:15,04h 15m,377,32 Seats available,3.4,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 6440,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,03:10,04h 10m,345,34 Seats available,2.2,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
SRS Travels,Scania Multi-Axle AC Semi Sleeper (2+2),19:15,22:35,03h 20m,700,8 Seats available,3.1,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
KTC Travels,A/C Seater / Sleeper (2+1),23:30,05:00,05h 30m,1000,36 Seats available,3.2,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
SBT,Non A/C Seater / Sleeper (2+1),23:30,05:00,05h 30m,400,13 Seats available,4.2,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
NS Travels,Non A/C Seater / Sleeper (2+1),23:45,04:30,04h 45m,380,13 Seats available,,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
Dwaraka Travels,Non AC Seater (2+2),23:50,05:00,05h 10m,550,9 Seats available,3.9,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 52503,Express(Non AC Seater),15:00,19:30,04h 30m,205,30 Seats available,3.3,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 56082,INDRA(A.C. Seater),16:45,20:10,03h 25m,367,28 Seats available,3.7,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 52516,Express(Non AC Seater),17:00,20:50,03h 50m,190,33 Seats available,2.8,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 6824,Express(Non AC Seater),17:15,21:45,04h 30m,205,41 Seats available,2.4,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 52511,Express(Non AC Seater),18:00,21:30,03h 30m,205,22 Seats available,3.1,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 52545,Express(Non AC Seater),20:30,12:30,16h 00m,205,9 Seats available,4.1,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 6846,Express(Non AC Seater),21:45,02:15,04h 30m,205,45 Seats available,4.5,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 52509,Express(Non AC Seater),23:00,04:00,05h 00m,225,37 Seats available,3.5,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 6149,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:20,04:15,04h 55m,301,22 Seats available,4.4,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:55,05:00,05h 05m,400,29 Seats available,3.2,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:55,05:00,05h 05m,400,38 Seats available,3.2,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
Indu Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,399,25 Seats available,4.1,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
SEVEN HILLS TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,449,17 Seats available,4.3,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
Vasavi travels,Non A/C Seater / Sleeper (2+1),23:59,05:40,05h 41m,499,28 Seats available,5.0,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
NueGo,Electric A/C Seater (2+2),13:30,17:36,04h 06m,362,21 Seats available,4.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),13:30,18:00,04h 30m,299,24 Seats available,5.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),14:00,18:20,04h 20m,499,9 Seats available,3.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Morning Star Travels,A/C Sleeper (2+1),14:20,19:40,05h 20m,600,20 Seats available,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),14:30,19:00,04h 30m,599,11 Seats available,5.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
NueGo,Electric A/C Seater/Sleeper (2+1),14:30,19:45,05h 15m,362,20 Seats available,3.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Zingbus Plus,A/C Sleeper (2+1),16:50,21:25,04h 35m,467,28 Seats available,4.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
DMR Travels,A/C Sleeper (2+1),16:00,21:35,05h 35m,850,19 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
PRL BUS,A/C Seater / Sleeper (2+1),16:00,21:00,05h 00m,600,48 Seats available,3.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
Morning Star Travels,A/C Sleeper (2+1),16:30,21:15,04h 45m,600,29 Seats available,5.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 5870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,03:00,08h 30m,462,15 Seats available,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
APSRTC - 5859,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,03:00,08h 00m,462,19 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
APSRTC - 5906,INDRA(A.C. Seater),20:00,03:50,07h 50m,598,15 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
APSRTC - 5926,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,04:45,08h 30m,462,9 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
APSRTC - 5876,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,04:15,07h 45m,495,22 Seats available,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
APSRTC - 5020,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30,02:50,06h 20m,762,32 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
APSRTC - 5914,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,04:50,08h 10m,495,16 Seats available,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
APSRTC - 5928,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,03:45,07h 00m,462,9 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
APSRTC - 58231,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,04:30,07h 40m,495,21 Seats available,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
APSRTC - 48604,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:00,04:31,07h 31m,760,40 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
APSRTC - 5863,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:30,07h 30m,495,33 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
